"zcta","population","land_area_meter2","land_area_mile2","pop_density_mile2"
"00965",7659,1746399,0.674288423576376,11358.6408014796
"00966",16169,8339816,3.22002095944686,5021.3958864347
"00968",3368,1185643,0.457779321560746,7357.25674221629
"00969",43216,12648268,4.8835235766234,8849.34808277935
"00971",27449,41342975,15.9626118880665,1719.58074232955
"00976",60134,43351334,16.7380436330947,3592.65403521246
"00979",15203,4047189,1.56262840892926,9729.12044419912
"00982",14514,3672331,1.41789492598235,10236.3015298502
"00983",36687,8964405,3.46117612054873,10599.5761909347
"00985",32750,21068679,8.13466243953799,4025.98143972401
"00987",58583,64350355,24.8458109684729,2357.86225993333
"01001",17537,29797204,11.5047647829297,1524.3249497826
"01002",30280,142617852,55.0650605038877,549.894973744053
"01003",11131,1842387,0.711349597570549,15647.7209490458
"01005",5014,114637907,44.2619433434886,113.280159460906
"01007",14906,136236049,52.601032590195,283.378467417739
"01008",1272,139346414,53.8019512305499,23.6422652135659
"01009",384,2104351,0.812494463430963,472.618605151428
"01010",3724,90060192,34.7724345299475,107.096326453436
"01011",1507,81830551,31.594952375818,47.6974923739217
"01012",531,33971460,13.1164540348385,40.48350252207
"01013",23026,14567299,5.62446558803327,4093.90005852122
"01020",30148,32299110,12.47075609,2417.49576227979
"01022",2604,12340434,4.76466820475064,546.522840227084
"01026",958,62173901,24.0054773811046,39.9075587954801
"01027",17870,104893841,40.4997384279085,441.237417664054
"01028",16156,33504712,12.9362416245431,1248.89442149474
"01029",728,41050306,15.8496117554281,45.9317244632619
"01030",11211,30650433,11.8341983415607,947.339200884261
"01031",1151,21012723,8.11305770715459,141.870062009417
"01032",551,30467674,11.7636346971677,46.8392647497515
"01033",6300,72039174,27.8144805810151,226.500724385272
"01034",2313,185541250,71.6378771236644,32.287388918675
"01035",5301,59785001,23.0831179345625,229.648352316511
"01036",5193,50452198,19.4797025510111,266.585179440045
"01037",772,36534058,14.1058786541151,54.728955134942
"01038",2897,25871792,9.98915473656129,290.014528396151
"01039",1129,34227578,13.2153417474801,85.4310105310201
"01040",40362,55069485,21.2624470283211,1898.27633415095
"01050",2334,99264985,38.3264249761839,60.8979314259118
"01053",1658,13289902,5.13125984901762,323.117528401417
"01054",1997,59027067,22.7904779811298,87.6243140513984
"01056",21331,70461231,27.2052333826582,784.077081786672
"01057",8801,116445834,44.9599878606758,195.751832212966
"01060",15729,28292827,10.9239215759681,1439.86753205943
"01062",10587,47016498,18.1531713649068,583.20388141471
"01063",574,100502,0.0388040391378333,14792.274535162
"01066",9,1842125,0.711248438805011,12.6538063340022
"01068",1849,53925827,20.8208782058867,88.8050917793289
"01069",8919,72720237,28.0774404754185,317.657159946915
"01070",637,53343558,20.5960628881344,30.9282411623914
"01071",1206,40311508,15.5643602529012,77.4847138208073
"01072",1490,51988078,20.0727091342733,74.2301395408501
"01073",6090,72914120,28.1522991202232,216.323362223203
"01074",477,220751,0.0852324376004044,5596.46084787955
"01075",17755,45886333,17.7168122188977,1002.15545441418
"01077",9711,79829512,30.8223468985904,315.0636138108
"01079",480,2928117,1.13055229416484,424.571249359662
"01080",2532,4472228,1.72673688429398,1466.34963498522
"01081",1827,37594969,14.5154986812365,125.865465604821
"01082",10637,119451476,46.1204727246817,230.635103492934
"01083",3182,40799098,15.752619804385,201.998146309241
"01084",183,23799816,9.18916033051314,19.9147684247426
"01085",41652,154634290,59.7046331536792,697.634300721489
"01086",683,96152,0.0371244947481736,18397.5567784286
"01088",399,13457389,5.19592694124542,76.7909180617468
"01089",28671,43321909,16.7266825770796,1714.0876481561
"01092",1133,17375639,6.70877172395438,168.883373383313
"01093",348,13060370,5.04263704836306,69.0115105771826
"01094",327,2957301,1.14182029955975,286.384819157692
"01095",14659,58261400,22.4948522997051,651.660202285132
"01096",2607,82011336,31.6647538545501,82.3312889774882
"01097",54,4852535,1.87357423790279,28.8219163711632
"01098",1186,81230325,31.3632038216047,37.8150142678669
"01103",2409,1191846,0.460174313250185,5234.97277148168
"01104",23635,13509672,5.2161135204005,4531.1513845629
"01105",11601,3219039,1.24287790633233,9333.98199525001
"01106",16048,24016632,9.27287345611968,1730.63938335199
"01107",11304,3903488,1.50714514264455,7500.27298642594
"01108",28925,9648043,3.72513022801038,7764.82920852115
"01109",30125,14094962,5.44209525277381,5535.55176834611
"01118",14774,9312234,3.59547364825239,4109.05528599299
"01119",13236,9194299,3.54993869018469,3728.51509706253
"01128",2798,2887382,1.11482442273662,2509.81225647318
"01129",6750,8875270,3.42676090464705,1969.79018607522
"01151",8884,6135193,2.36881126037453,3750.40432668129
"01199",0,28277,0.0109178107371049,0
"01201",44775,137100028,52.9346167470303,845.854806392112
"01220",8211,63690793,24.5911526565804,333.900574514258
"01222",818,8566364,3.30749163126034,247.317330229585
"01223",2351,180705971,69.7709654646094,33.6959648522066
"01224",209,720507,0.278189307944945,751.286961903518
"01225",3169,65032902,25.1093438384796,126.207997325026
"01226",6839,68283556,26.3644283645543,259.402552008096
"01229",86,1897309,0.732555100322017,117.397312450894
"01230",8359,237030361,91.5179340221962,91.3372891260052
"01235",2671,118234582,45.6506273245643,58.5096012155511
"01236",1197,12442176,4.80395101056507,249.16990147641
"01237",2662,160145850,61.8326583666154,43.0516828860339
"01238",5917,90221001,34.8345232319605,169.860226322006
"01240",4493,55363291,21.3758861591138,210.190116402934
"01242",475,1289553,0.497899196854892,954.008367558051
"01243",333,48260334,18.6334191293796,17.8711162824086
"01244",108,6345196,2.44989387197492,44.0835422446028
"01245",803,72481256,27.9851693954679,28.6937694981415
"01247",15703,136067563,52.5359797819108,298.899917069917
"01253",742,47370578,18.2898824172035,40.5688775397524
"01254",977,37764321,14.58088585399,67.0055310619313
"01255",859,134222455,51.8235796003669,16.5754663538124
"01256",764,92878793,35.8607024601174,21.3046579567058
"01257",2138,93810157,36.2203041109061,59.0276656279161
"01258",357,66892284,25.8272552422346,13.8226070347657
"01259",506,65561659,25.313498057524,19.9893352886327
"01260",447,6503634,2.51106712577007,178.011967666105
"01262",1110,31175833,12.0370564156589,92.2152361565745
"01264",205,29375249,11.3418470466219,18.0746574307804
"01266",1360,67478485,26.0535887136743,52.2001024483126
"01267",7853,141208669,54.5209719058063,144.036317136226
"01270",813,82502023,31.8542091644189,25.5225297166731
"01301",17715,66034130,25.4959201304728,694.817049525779
"01330",1468,86289951,33.3167363416222,44.0619388690255
"01331",13281,137853123,53.2253883521179,249.523778241658
"01337",2626,96461580,37.2440242544152,70.5079553718928
"01338",170,8939561,3.4515837985219,49.2527517578453
"01339",1472,142261831,54.9276000273012,26.7989134655138
"01340",1642,113408743,43.787360469886,37.4994058189294
"01341",1743,92494679,35.712395215591,48.8065835259085
"01342",1759,46225730,17.8478541332005,98.5552653485618
"01343",46,12606820,4.86752041435613,9.45039693399721
"01344",1518,35252177,13.6109416330205,111.527919296729
"01346",464,55312655,21.3563354902138,21.7265738409391
"01347",126,1497726,0.578275241505149,217.889321479585
"01349",1231,19913665,7.68870904099124,160.104901022669
"01350",86,27739754,10.7103788968366,8.02959454827514
"01351",2209,54184370,20.9207022162628,105.589189940423
"01354",1604,35664112,13.7699906256997,116.485191863992
"01355",917,122669023,47.3627745665934,19.3611968131358
"01360",3012,88740952,34.2630731183119,87.9080516099483
"01364",7819,101615809,39.2340831969373,199.291008298886
"01366",1218,104578990,40.3781737771893,30.1648114825857
"01367",605,68716295,26.5315098265398,22.8030746819697
"01368",1316,108362244,41.8388963129036,31.4539845926607
"01370",4032,129008495,49.8104583898129,80.9468559483206
"01373",4160,62597988,24.1692182872144,172.119757890583
"01375",3662,36831455,14.2207042777591,257.511859361796
"01376",5096,7142833,2.75786323940824,1847.80736302698
"01378",744,88126714,34.0259145006532,21.865687106976
"01379",836,78225279,30.2029490744854,27.6794162695268
"01420",40666,78529495,30.3204075287485,1341.20888584503
"01430",6210,95694905,36.9480093820147,168.074007338075
"01431",3195,61290097,23.6642387489761,135.013850810571
"01432",7703,21910115,8.45954269541331,910.569315310211
"01434",1712,13669084,5.27766283769807,324.386011886033
"01436",3460,24837851,9.58994788465575,360.79445285997
"01438",563,1403966,0.542074303120209,1038.60300471603
"01440",20496,62245175,24.0329964263525,852.827489190063
"01450",11282,84887942,32.7754176404263,344.221395552391
"01451",4630,49574292,19.1407411494137,241.892409696049
"01452",4581,106327332,41.0532123972597,111.586882791803
"01453",41446,73761032,28.4792936715187,1455.30294669663
"01460",9754,42773951,16.515114810489,590.610486934374
"01462",11150,68442649,26.4258545152633,421.935267734101
"01463",12049,58471591,22.5760074985113,533.708185594576
"01464",7572,38804944,14.9826726405189,505.383797782674
"01467",511,4891512,1.8886233417363,270.567449161258
"01468",4124,55435947,21.4039387975449,192.674817425335
"01469",7454,58987947,22.7753736646876,327.283324073719
"01473",7566,91788815,35.4398596015536,213.488430401917
"01474",1964,25720066,9.93057300045428,197.773079147614
"01475",10738,110974737,42.8475854993807,250.60922044616
"01501",16412,40042740,15.4605883479541,1061.5378684584
"01503",3098,33599590,12.9728742251413,238.80598441293
"01504",9201,28774220,11.1097884523753,828.188586978249
"01505",4524,41586648,16.0566945593451,281.751638438374
"01506",3406,40216388,15.5276342155807,219.35086521953
"01507",13379,109244211,42.1794256753669,317.192559779529
"01510",13855,14642352,5.65344371333836,2450.71865972795
"01515",2123,25570219,9.87271675030317,215.037061600578
"01516",8745,95233279,36.7697745869754,237.831210504556
"01518",3490,23006295,8.88278015956437,392.895010042797
"01519",6657,28262682,10.9122825263988,610.046521788221
"01520",15061,46830019,18.0811714204839,832.965942844697
"01521",2510,31821357,12.2862946254499,204.292675417434
"01522",3497,42423772,16.3799099427128,213.493237278498
"01523",7735,65266074,25.1993720509913,306.952093264392
"01524",6702,41390162,15.9808308906217,419.377443255035
"01525",227,1162429,0.448816346052342,505.774805210697
"01527",13521,40346711,15.5779522071884,867.957470928738
"01529",3237,12596928,4.86370109180383,665.54254443286
"01531",1247,53773245,20.761965966332,60.0617495482922
"01532",14918,47840780,18.4714284243545,807.625683151321
"01534",6262,22683896,8.75830120975245,714.978835510613
"01535",4760,55084355,21.2681883674186,223.808437172392
"01536",7709,21589160,8.33562127711832,924.826085988524
"01537",2337,18084549,6.98248340516671,334.694672997107
"01540",11386,50104202,19.3453405442469,588.56549844433
"01541",3438,91769490,35.4323981773398,97.0298420895122
"01542",2299,10428067,4.02629917812529,570.995819806528
"01543",8463,90948948,35.115585139965,241.00410020986
"01545",36269,53731552,20.7458682090359,1748.25173063632
"01550",16858,52418639,20.2389496657575,832.948363349224
"01560",4477,9235407,3.56581057771805,1255.53500457253
"01561",243,319275,0.123272766668641,1971.23830807812
"01562",11856,85035834,32.8325190608575,361.105402178372
"01564",8000,79294039,30.6155996174492,261.304697603912
"01566",6006,73421232,28.348096158046,211.866079701276
"01568",7706,55570155,21.4557567960385,359.157687759716
"01569",13864,75310393,29.0775052979802,476.79468571752
"01570",16926,32005192,12.3572737157656,1369.71959910588
"01571",11637,53953608,20.8316045099532,558.622356450744
"01581",18836,53357574,20.6014744959885,914.303488503588
"01583",7639,32682786,12.618894221781,605.362075768464
"01585",4661,66168212,25.5476894800944,182.443113050659
"01588",9864,22296364,8.60867426804817,1145.82102805435
"01590",9297,82919847,32.0155319127097,290.390302599009
"01602",24166,14933023,5.76567241386405,4191.35848611357
"01603",19981,11692457,4.51448288636478,4425.97757106338
"01604",36772,16674556,6.43808206433696,5711.63890620382
"01605",28742,14613491,5.64230041894067,5094.02156317587
"01606",19375,15353873,5.92816350728664,3268.29716761103
"01607",8698,8187237,3.16110987819861,2751.56522080676
"01608",3371,1159107,0.447533714681664,7532.39340280282
"01609",20714,9893463,3.81988741975986,5422.67290204647
"01610",23438,5505967,2.1258657435635,11025.1553142354
"01611",2451,8914393,3.44186637939571,712.113641212976
"01612",4845,39662274,15.3136896041021,316.383583921027
"01701",32098,43947040,16.9680470055514,1891.67321315756
"01702",39226,20951465,8.08940586112659,4849.05822175389
"01718",716,121367,0.0468600606758215,15279.5363401959
"01719",5546,26638827,10.2853086057389,539.215711709953
"01720",22680,51058853,19.7139333560017,1150.45534498043
"01721",17478,31948334,12.3353207192351,1416.90681562463
"01730",14031,35485224,13.7009215827624,1024.0916945071
"01731",2012,2051821,0.792212517042728,2539.72255766754
"01740",5167,51653594,19.9435641398753,259.081073160291
"01741",5160,39560420,15.2743635548459,337.820949558514
"01742",19383,63287949,24.4356137186245,793.227468038854
"01745",501,1033539,0.399051638837805,1255.47661314989
"01746",14480,48280516,18.6412114431433,776.773550590571
"01747",5955,13403501,5.17512066812589,1150.69780627097
"01748",16720,67924465,26.2257825543411,637.540556334414
"01749",19843,29843256,11.5225455595349,1722.10210820819
"01752",39771,54039298,20.8646896039187,1906.13906820499
"01754",10560,13487658,5.20761386748234,2027.80011512361
"01756",5995,46029786,17.772199731847,337.324590678396
"01757",28694,38578113,14.8950927017946,1926.40627181481
"01760",35715,38367783,14.8138838347883,2410.91400461291
"01770",4302,40897127,15.7904690128847,272.442825890077
"01772",9520,35233798,13.6038454614487,699.802127786464
"01773",4791,35277802,13.6208355008332,351.740537480755
"01775",7061,44856759,17.3192914751185,407.695661808342
"01776",18697,62784347,24.2411718993782,771.291094242832
"01778",13850,39390192,15.2086381566015,910.666678856331
"01801",40375,32765549,12.6508491947284,3191.48536027322
"01803",26103,30301535,11.6994880706496,2231.12326303271
"01810",35375,79843645,30.8278036803971,1147.50309061084
"01821",32348,42906792,16.5664050073319,1952.62641385886
"01824",25961,45973425,17.7504386280894,1462.55540744315
"01826",30948,53528320,20.667399895151,1497.43074392542
"01827",3337,42608633,16.4512851738431,202.841295663983
"01830",26524,35802325,13.8233549633383,1918.7816612064
"01832",23372,29527380,11.4005851541032,2050.07020991271
"01833",8569,33301966,12.8579609563073,666.435372538334
"01834",6697,23000422,8.88051258158725,754.123136302456
"01835",13047,20231060,7.81125593560182,1670.2819761077
"01840",5248,1290418,0.498233175222031,10533.2207106869
"01841",48295,7998544,3.08825510359676,15638.2806406611
"01843",25942,8733380,3.37197686937146,7693.40983197064
"01844",49587,57523295,22.2098683659741,2232.65618611086
"01845",30170,68071736,26.2826442053318,1147.90581055309
"01850",16890,3521441,1.35963597127988,12422.4427396553
"01851",29849,8648794,3.33931803218899,8938.65145885293
"01852",34756,12830680,4.95395324356744,7015.81106869138
"01854",29561,10190205,3.93446014649007,7513.35606394981
"01860",6752,22002287,8.49513050357049,794.808272475879
"01862",10676,23932088,9.24023083522787,1155.3823914548
"01863",9106,11964688,4.61959186308695,1971.16980674459
"01864",15598,34018344,13.1345560484396,1187.55441314311
"01867",24894,25783297,9.95498662604107,2500.65629770714
"01876",30433,52994457,20.461274238485,1487.34627400474
"01879",12305,43521843,16.8038775260456,732.271464186021
"01880",26450,17894085,6.90894484364208,3828.37040946136
"01886",24087,78334902,30.2452747514113,796.388863978697
"01887",23538,43964358,16.974733522733,1386.64916114749
"01890",22579,15629758,6.03468330129613,3741.53851539326
"01901",1878,641319,0.247614650214285,7584.36545808085
"01902",48218,6223953,2.40308168796676,20065.0690492328
"01904",17320,11712243,4.5221223036737,3830.06005519344
"01905",25590,9215126,3.55798003984065,7192.28318131489
"01906",28037,27966373,10.7978769819033,2596.52893314016
"01907",14758,7860398,3.03491663480276,4862.73653475794
"01908",3488,2708895,1.04591020676485,3334.89431257095
"01913",17218,31782255,12.2711972588466,1403.12307241147
"01915",41431,39081916,15.0896121275747,2745.66368238777
"01921",8228,60991474,23.5489397640857,349.400018957476
"01922",2812,24845066,9.59273361172963,293.138547760942
"01923",27391,34173651,13.1945204163764,2075.93752070016
"01929",3687,36167008,13.9641598568221,264.033070217164
"01930",29858,67853272,26.198294783368,1139.69249704585
"01937",136,189212,0.073055161622134,1861.60699641509
"01938",13810,78799875,30.4248018303752,453.905996725753
"01940",13425,27313916,10.5459619258472,1272.99909618454
"01944",5327,23899472,9.22763772722485,577.287509270486
"01945",20393,11353796,4.38372514325063,4651.97961404992
"01949",9656,34821765,13.4447586307579,718.198092296704
"01950",17890,21625346,8.34959276982734,2142.61946578383
"01951",4152,35658682,13.7678940909788,301.571175124054
"01952",9035,39817692,15.3736968293784,587.692088654599
"01960",52313,41467196,16.0105738843028,3267.4031785512
"01966",7184,18108068,6.99156414183347,1027.5240066833
"01969",6232,45297604,17.4895026812011,356.328027937499
"01970",42991,21008348,8.11136851021096,5300.09208013185
"01982",7991,36720108,14.1777129607119,563.631103418725
"01983",6496,30835730,11.9057419132322,545.619084248775
"01984",5179,19837004,7.65911006341521,676.188219926255
"01985",4545,34828193,13.447240495433,337.987559718559
"02019",16929,47511671,18.3443587290587,922.845014646563
"02021",22829,48657831,18.7868935790937,1215.15565646278
"02025",8393,25346343,9.78627774345732,857.629450136054
"02026",25362,26522883,10.2405423770689,2476.62663422905
"02030",5922,39155536,15.1180369684866,391.717523402301
"02032",4410,6057759,2.33891382582995,1885.49058597109
"02035",17448,51406734,19.8482509610176,879.069900630957
"02038",32843,68989529,26.637006063727,1232.98391423667
"02043",23047,57442010,22.178484052017,1039.16029364072
"02045",10402,6894503,2.6619824903774,3907.61398228629
"02047",65,619345,0.239130441382474,271.818174316154
"02048",23678,52060526,20.1006814634553,1177.97001276044
"02050",26032,75322269,29.0820906472151,895.121341714573
"02052",12610,37304674,14.4034151551224,875.48681088425
"02053",13162,29900279,11.5445622629215,1140.10386017609
"02054",8144,31170651,12.0350556342734,676.689850673191
"02056",11388,38500655,14.8651860007982,766.085267913132
"02061",10897,54245117,20.9441567640878,520.288313477711
"02062",29121,26822291,10.3561444521537,2811.95382456681
"02066",18042,43852604,16.9315850621073,1065.5824563276
"02067",18148,58731261,22.67626664602,800.308105531349
"02071",1572,2513323,0.970399435414386,1619.95147836078
"02072",28338,41668554,16.0883186427426,1761.40220922235
"02081",19358,46411767,17.9196834204692,1080.26461995907
"02090",15612,28220344,10.8959357332105,1432.82783436535
"02093",11597,56219578,21.7065004181456,534.263919867315
"02108",4211,353039,0.136309119949668,30893.0172944768
"02109",4051,451168,0.17419693866528,23255.2881298563
"02110",2270,477072,0.184198528980164,12323.6597630183
"02111",7452,699955,0.270254136382581,27574.0460432794
"02113",7464,259756,0.100292352294353,74422.4243349439
"02114",13247,1162702,0.448921751941624,29508.4832550564
"02115",29244,1833364,0.70786579779402,41312.9156559555
"02116",23215,1633317,0.630627219284079,36812.5562774707
"02118",27325,2839686,1.09640889418278,24922.2713761065
"02119",28152,4137556,1.59751930269027,17622.322279669
"02120",15719,1607482,0.620652270018135,25326.5810170012
"02121",28479,4520353,1.74531805067384,16317.3697705153
"02122",24643,5270568,2.03497768154476,12109.7151204594
"02124",55074,7758288,2.99549174339399,18385.6290445319
"02125",35254,5522670,2.13231480791763,16533.2060111838
"02126",29141,5390651,2.08134198704902,14001.0628629642
"02127",37257,5239738,2.0230741519969,18416.0328296543
"02128",46655,12563923,4.85095779006113,9617.68830386216
"02129",18901,3499233,1.35106141454297,13989.7415443499
"02130",39435,8635266,3.33409484218823,11827.7979081477
"02131",32819,6699887,2.5868408326905,12686.9034945091
"02132",28505,11809500,4.55967344130706,6251.54418774096
"02134",18057,3435160,1.32632269093868,13614.3339199154
"02135",42644,6823679,2.63463719110079,16185.9098262341
"02136",33084,11893615,4.59215042437286,7204.46782936519
"02138",37668,7097657,2.74042068829393,13745.3348534785
"02139",36979,4034617,1.55777433259206,23738.3549249195
"02140",19737,2990308,1.15456437350676,17094.7592467736
"02141",13664,1665738,0.643145037366184,21245.5965701873
"02142",2929,719893,0.2779522412196,10537.7815525003
"02143",26773,3998309,1.5437557354197,17342.7695753442
"02144",24682,2800703,1.08135747373632,22825.014483618
"02145",26430,3615597,1.39598980611961,18932.8030076858
"02148",61375,13067430,5.04536292960237,12164.6353010401
"02149",44993,8866574,3.42340336027637,13142.76912913
"02150",39263,5726661,2.21107617334087,17757.4162633551
"02151",53873,15191047,5.86529603721981,9185.04362919355
"02152",18391,5108545,1.97242025151124,9324.07786115006
"02155",59779,21227527,8.19599399521814,7293.6851875291
"02163",2569,256728,0.0991232349582861,25917.2332408351
"02169",56541,23234166,8.9707616445336,6302.80930877855
"02170",19434,5394352,2.08277095113778,9330.83879885282
"02171",17849,6351390,2.45228538874493,7278.51663673413
"02176",28132,12127207,4.68234079979111,6008.10603133694
"02180",21967,15577519,6.01451371063603,3652.33185205875
"02184",37082,35617094,13.7518368744093,2696.5124978326
"02186",27527,33711481,13.0160755817628,2114.84635496193
"02188",15301,9632918,3.71929043286242,4113.95675497816
"02189",15146,9858679,3.80645724227712,3979.02801370738
"02190",17415,18414918,7.11003958918222,2449.35345036567
"02191",8028,5241514,2.02375986943047,3966.87379825317
"02199",1177,148225,0.0572299924499547,20566.1393548014
"02203",27,82171,0.0317264004695917,851.026262051956
"02210",2609,2488785,0.960925260648071,2715.09149238144
"02215",25023,1981390,0.765018955914425,32708.9934263002
"02301",61320,32208283,12.4356875892461,4930.96980443825
"02302",33841,23001975,8.88111219823947,3810.44617437762
"02322",4468,11115306,4.29164363945985,1041.09296469041
"02324",27434,70568070,27.2464841511747,1006.88220350871
"02330",11617,96625591,37.3073492555399,311.386368418414
"02332",15572,61452118,23.7267954068053,656.304390585069
"02333",14301,44570802,17.2088828601681,831.024309724441
"02338",7739,41364648,15.9709798801486,484.566385912195
"02339",14328,40234557,15.5346493056992,922.325294768222
"02341",10560,38902840,15.0204704974316,703.040560667238
